,Unnamed: 0,away,home,id,match,stadium,stage,time,tv,y,year,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11,address,capa,NHK,NHK_2,mean,temperature-humidity,アビスパ福岡,アルビレックス新潟,カターレ富山,カマタマーレ讃岐,ガイナーレ鳥取,ガンバ大阪,ギラヴァンツ北九州,コンサドーレ札幌,サガン鳥栖,サンフレッチェ広島,ザスパクサツ群馬,ザスパ草津,ジェフユナイテッド千葉,ジュビロ磐田,セレッソ大阪,ファジアーノ岡山,ベガルタ仙台,モンテディオ山形,ロアッソ熊本,ヴァンフォーレ甲府,ヴィッセル神戸,京都サンガF.C.,名古屋グランパス,大分トリニータ,大宮アルディージャ,川崎フロンターレ,徳島ヴォルティス,愛媛ＦＣ,東京ヴェルディ,松本山雅ＦＣ,柏レイソル,栃木ＳＣ,横浜Ｆ・マリノス,横浜ＦＣ,水戸ホーリーホック,浦和レッズ,清水エスパルス,湘南ベルマーレ,鹿島アントラーズ,ＦＣ岐阜,ＦＣ東京,ＦＣ町田ゼルビア,Ｖ・ファーレン長崎,month,day,n_tv
776,776,ＦＣ東京,セレッソ大阪,14252,２９,キンチョウスタジアム,Ｊ１,36,スカパー！／スカパー！プレミアムサービス,14268.0,2012,1,1,晴,20.2,52,前田　拓哉,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,丸橋　祐介,酒本　憲幸,山口　螢,シンプリシオ,枝村　匠馬,ヘベルチ,柿谷　曜一朗,杉本　健勇,ＦＣ東京,権田　修一,椋原　健太,徳永　悠平,高橋　秀人,中村　北斗,米本　拓司,長谷川　アーリアジャスール,石川　直宏,梶山　陽平,田邉　草民,ルーカス,大阪府大阪市東住吉区長居公園1-1,19628,0,0,0.6844431424495618,65.62496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5.0,2
777,777,大宮アルディージャ,セレッソ大阪,14281,３２,キンチョウスタジアム,Ｊ１,34,スカパー！／スカパー！プレミアムサービス,9765.0,2012,1,3,雨のち曇,16.4,72,今村　義朗,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,丸橋　祐介,酒本　憲幸,山口　螢,シンプリシオ,枝村　匠馬,ヘベルチ,柿谷　曜一朗,杉本　健勇,大宮アルディージャ,北野　貴之,渡部　大輔,菊地　光将,河本　裕之,下平　匠,渡邉　大剛,青木　拓矢,金澤　慎,東　慶悟,ズラタン,ノヴァコヴィッチ,大阪府大阪市東住吉区長居公園1-1,19628,0,0,0.6844431424495618,60.97792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.0,2
778,778,大分トリニータ,セレッソ大阪,14902,８,キンチョウスタジアム,Ｊ１,28,スカパー！／スカパー！プレミアムサービス,14037.0,2013,0,0,晴,19.2,29,廣瀬　格,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,新井場　徹,酒本　憲幸,扇原　貴宏,山口　螢,枝村　匠馬,シンプリシオ,柿谷　曜一朗,杉本　健勇,大分トリニータ,丹野　研太,若狭　大志,阪田　章裕,児玉　新,辻尾　真二,チェ　ジョンハン,宮沢　正史,ロドリゴ　マンシャ,高松　大樹,森島　康仁,西　弘則,大阪府大阪市東住吉区長居公園1-1,19628,0,0,0.6844431424495618,63.21732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,5.0,2
779,779,名古屋グランパス,セレッソ大阪,14951,１３,キンチョウスタジアム,Ｊ１,38,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,16362.0,2013,2,1,曇,23.5,54,木村　博之,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,山下　達也,扇原　貴宏,山口　螢,枝村　匠馬,シンプリシオ,柿谷　曜一朗,エジノ,名古屋グランパス,楢﨑　正剛,田中　隼磨,ダニエル,田中　マルクス闘莉王,阿部　翔平,藤本　淳吾,田口　泰士,ダニルソン,田中　輝希,玉田　圭司,ケネディ,大阪府大阪市東住吉区長居公園1-1,19628,0,1,0.6844431424495618,70.17609999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,5.0,3
780,780,横浜Ｆ・マリノス,セレッソ大阪,14966,１５,キンチョウスタジアム,Ｊ１,38,スカパー！／スカパー！プレミアムサービス,13272.0,2013,2,1,晴,30.1,65,岡部　拓人,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,山下　達也,山口　螢,南野　拓実,横山　知伸,シンプリシオ,柿谷　曜一朗,エジノ,横浜Ｆ・マリノス,榎本　哲也,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,中町　公祐,富澤　清太郎,兵藤　慎剛,中村　俊輔,齋藤　学,マルキーニョス,大阪府大阪市東住吉区長居公園1-1,19628,0,0,0.6844431424495618,80.75534999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,07,2.0,2
781,781,サガン鳥栖,セレッソ大阪,14986,１７,キンチョウスタジアム,Ｊ１,38,スカパー！／スカパー！プレミアムサービス,9119.0,2013,4,1,晴,28.9,67,井上　知大,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,山下　達也,扇原　貴宏,山口　螢,南野　拓実,横山　知伸,柿谷　曜一朗,エジノ,サガン鳥栖,奥田　達朗,丹羽　竜平,呂　成海,坂井　達弥,金　民友,水沼　宏太,高橋　義希,藤田　直之,野田　隆之介,池田　圭,豊田　陽平,大阪府大阪市東住吉区長居公園1-1,19628,0,0,0.6844431424495618,79.29737,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07,2.0,2
782,782,ヴァンフォーレ甲府,セレッソ大阪,15006,１９,キンチョウスタジアム,Ｊ１,38,スカパー！／スカパー！プレミアムサービス,13633.0,2013,0,1,晴,28.9,66,村上　伸次,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,山下　達也,山口　螢,楠神　順平,南野　拓実,シンプリシオ,柿谷　曜一朗,エジノ,ヴァンフォーレ甲府,荻　晃太,佐々木　翔,青山　直晃,土屋　征夫,河本　明人,山本　英臣,マルキーニョス　パラナ,石原　克哉,柏　好文,ジウシーニョ,パトリック,大阪府大阪市東住吉区長居公園1-1,19628,0,0,0.6844431424495618,79.15426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,5.0,2
783,783,清水エスパルス,セレッソ大阪,15020,２１,キンチョウスタジアム,Ｊ１,38,スカパー！／スカパー！プレミアムサービス,16196.0,2013,4,1,晴,29.6,72,シモン　マルチニアク,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,山下　達也,扇原　貴宏,山口　螢,南野　拓実,シンプリシオ,柿谷　曜一朗,エジノ,清水エスパルス,櫛引　政敏,吉田　豊,平岡　康裕,カルフィン　ヨン　ア　ピン,イ　キジェ,村松　大輔,河井　陽介,竹内　涼,高木　俊幸,ラドンチッチ,大前　元紀,大阪府大阪市東住吉区長居公園1-1,19628,0,0,0.6844431424495618,81.07888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08,5.0,2
784,784,ジュビロ磐田,セレッソ大阪,15074,２７,キンチョウスタジアム,Ｊ１,36,スカパー！／スカパー！プレミアムサービス,15704.0,2013,2,0,晴,24.4,38,家本　政明,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,山下　達也,扇原　貴宏,山口　螢,楠神　順平,シンプリシオ,柿谷　曜一朗,杉本　健勇,ジュビロ磐田,八田　直樹,駒野　友一,菅沼　駿哉,伊野波　雅彦,宮崎　智彦,山本　康裕,藤田　義明,カルリーニョス,山田　大記,山崎　亮平,前田　遼一,大阪府大阪市東住吉区長居公園1-1,19628,0,0,0.6844431424495618,69.80928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09,5.0,2
785,785,湘南ベルマーレ,セレッソ大阪,15096,２９,キンチョウスタジアム,Ｊ１,38,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,15766.0,2013,2,1,雨,17.4,79,中村　太,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,山下　達也,扇原　貴宏,山口　螢,南野　拓実,シンプリシオ,柿谷　曜一朗,杉本　健勇,湘南ベルマーレ,アレックス　サンターナ,遠藤　航,大野　和成,島村　毅,亀川　諒史,ハン　グギョン,永木　亮太,高山　薫,大竹　洋平,ステボ,菊池　大介,大阪府大阪市東住吉区長居公園1-1,19628,0,1,0.6844431424495618,62.70554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,5.0,3
786,786,サンフレッチェ広島,セレッソ大阪,15123,３２,キンチョウスタジアム,Ｊ１,28,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,17489.0,2013,1,0,晴,14.4,39,西村　雄一,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,山下　達也,扇原　貴宏,山口　螢,南野　拓実,シンプリシオ,柿谷　曜一朗,エジノ,サンフレッチェ広島,西川　周作,塩谷　司,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,森﨑　和幸,ファン　ソッコ,石原　直樹,髙萩　洋次郎,佐藤　寿人,大阪府大阪市東住吉区長居公園1-1,19628,1,1,0.6844431424495618,57.946839999999995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,3
787,787,アルビレックス新潟,セレッソ大阪,15708,５,キンチョウスタジアム,Ｊ１,28,スカパー！／スカパー！プレミアムサービス,15232.0,2014,0,0,晴のち曇,22.5,33,井上　知大,セレッソ大阪,キム　ジンヒョン,丸橋　祐介,酒本　憲幸,山下　達也,ゴイコ　カチャル,長谷川　アーリアジャスール,山口　蛍,南野　拓実,杉本　健勇,柿谷　曜一朗,フォルラン,アルビレックス新潟,守田　達弥,松原　健,舞行龍ジェームズ,大井　健太郎,金　珍洙,レオ　シルバ,成岡　翔,田中　亜土夢,岡本　英也,鈴木　武蔵,川又　堅碁,大阪府大阪市東住吉区長居公園1-1,19628,0,0,0.6844431424495618,67.15675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,5.0,2
788,788,川崎フロンターレ,セレッソ大阪,15776,１２,キンチョウスタジアム,Ｊ１,38,スカパー！／スカパー！プレミアムサービス,15873.0,2014,1,2,晴,29.9,53,佐藤　隆治,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,山下　達也,扇原　貴宏,山口　蛍,楠神　順平,南野　拓実,安藤　淳,杉本　健勇,川崎フロンターレ,杉山　力裕,田中　裕介,ジェシ,谷口　彰悟,小宮山　尊信,大島　僚太,中村　憲剛,森谷　賢太郎,登里　享平,小林　悠,大久保　嘉人,大阪府大阪市東住吉区長居公園1-1,19628,0,0,0.6844431424495618,78.62853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07,1.0,2
789,789,ベガルタ仙台,セレッソ大阪,15784,１３,キンチョウスタジアム,Ｊ１,32,スカパー！／スカパー！プレミアムサービス,15479.0,2014,0,1,晴,23.9,25,扇谷　健司,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,ゴイコ　カチャル,扇原　貴宏,長谷川　アーリアジャスール,山口　蛍,南野　拓実,柿谷　曜一朗,フォルラン,ベガルタ仙台,関　憲太郎,菅井　直樹,渡辺　広大,鎌田　次郎,石川　直樹,太田　吉彰,富田　晋伍,武井　択也,梁　勇基,ウイルソン,武藤　雄樹,大阪府大阪市東住吉区長居公園1-1,19628,0,0,0.6844431424495618,67.99924999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,5.0,2
790,790,サガン鳥栖,セレッソ大阪,15819,１７,キンチョウスタジアム,Ｊ１,38,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,13431.0,2014,0,1,曇,27.9,50,村上　伸次,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,安藤　淳,山下　達也,扇原　貴宏,山口　蛍,南野　拓実,平野　甲斐,キム　ソンジュン,フォルラン,サガン鳥栖,林　彰洋,丹羽　竜平,菊地　直哉,キム　ミンヒョク,安田　理大,水沼　宏太,高橋　義希,藤田　直之,金　民友,池田　圭,豊田　陽平,大阪府大阪市東住吉区長居公園1-1,19628,0,1,0.6844431424495618,75.5595,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07,6.0,3
791,791,大宮アルディージャ,横浜Ｆ・マリノス,14041,６,ニッパツ三ツ沢球技場,Ｊ１,28,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,7101.0,2012,1,1,雨,11.6,80,家本　政明,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,中町　公祐,中村　俊輔,兵藤　慎剛,小野　裕二,大黒　将志,大宮アルディージャ,北野　貴之,坪内　秀介,菊地　光将,金　英權,下平　匠,青木　拓矢,カルリーニョス,渡邉　大剛,曺　永哲,金久保　順,ラファエル,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,53.4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,04,5.0,3
792,792,セレッソ大阪,横浜Ｆ・マリノス,14144,１７,ニッパツ三ツ沢球技場,Ｊ１,38,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,9751.0,2012,1,1,雨,22.2,85,井上　知大,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,中町　公祐,兵藤　慎剛,齋藤　学,小野　裕二,マルキーニョス,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,丸橋　祐介,酒本　憲幸,扇原　貴宏,山口　螢,ブランキーニョ,柿谷　曜一朗,ケンペス,播戸　竜二,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,70.8083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,07,5.0,3
793,793,アルビレックス新潟,横浜Ｆ・マリノス,14180,２１,ニッパツ三ツ沢球技場,Ｊ１,38,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,11992.0,2012,3,2,曇,28.1,82,福島　孝一郎,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,兵藤　慎剛,中村　俊輔,小野　裕二,マルキーニョス,大黒　将志,アルビレックス新潟,東口　順昭,藤田　征也,大井　健太郎,石川　直樹,村上　佑介,三門　雄大,菊地　直哉,田中　亜土夢,アラン　ミネイロ,平井　将生,ミシェウ,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,80.14658,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,08,5.0,3
794,794,愛媛ＦＣ,横浜ＦＣ,14319,２,ニッパツ三ツ沢球技場,Ｊ２,32,スカパー／ｅ２／スカパー光,7026.0,2012,0,0,晴,10.1,54,窪田　陽輔,横浜ＦＣ,関　憲太郎,杉山　新,渡邉　将基,ペ　スンジン,阿部　巧,ホベルト,八角　剛史,内田　智也,髙地　系治,難波　宏明,大久保　哲哉,愛媛ＦＣ,秋元　陽太,アライール,園田　拓也,浦田　延尚,内田　健太,村上　巧,トミッチ,大山　俊輔,前野　貴徳,小笠原　侑生,有田　光希,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,52.15846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03,6.0,3
795,795,東京ヴェルディ,横浜ＦＣ,14342,４,ニッパツ三ツ沢球技場,Ｊ２,38,スカパー／ｅ２／スカパー光,3549.0,2012,0,0,晴,8.7,46,吉田　哲朗,横浜ＦＣ,関　憲太郎,朴　台洪,中野　洋司,森本　良,阿部　巧,八角　剛史,中里　崇宏,杉山　新,内田　智也,カイオ,大久保　哲哉,東京ヴェルディ,柴崎　貴広,高橋　祥平,土屋　征夫,深津　康太,和田　拓也,西　紀寛,小林　祐希,梶川　諒太,飯尾　一慶,阿部　拓馬,ジョジマール,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,50.730979999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03,,3
796,796,ヴァンフォーレ甲府,横浜ＦＣ,14349,５,ニッパツ三ツ沢球技場,Ｊ２,28,スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光,6071.0,2012,0,2,晴,12.0,30,木村　博之,横浜ＦＣ,関　憲太郎,朴　台洪,中野　洋司,森本　良,阿部　巧,八角　剛史,中里　崇宏,内田　智也,髙地　系治,カイオ,大久保　哲哉,ヴァンフォーレ甲府,荻　晃太,福田　健介,ドウグラス,山本　英臣,石原　克哉,堀米　勇輝,保坂　一成,伊東　輝悦,柏　好文,高崎　寛之,ダヴィ,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,55.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03,6.0,3
797,797,モンテディオ山形,横浜ＦＣ,14372,７,ニッパツ三ツ沢球技場,Ｊ２,32,スカパー／ｅ２／スカパー光,5014.0,2012,1,2,晴,11.1,36,前田　拓哉,横浜ＦＣ,関　憲太郎,杉山　新,ペ　スンジン,中野　洋司,阿部　巧,髙地　系治,佐藤　謙介,内田　智也,武岡　優斗,大久保　哲哉,三浦　知良,モンテディオ山形,清水　健太,小林　亮,西河　翔吾,石井　秀典,石川　竜也,秋葉　勝,宮阪　政樹,宮沢　克行,山﨑　雅人,萬代　宏樹,中島　裕希,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,54.099039999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,04,6.0,3
798,798,京都サンガF.C.,横浜ＦＣ,14393,９,ニッパツ三ツ沢球技場,Ｊ２,28,スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光,7329.0,2012,2,1,曇時々雨,12.5,63,福島　孝一郎,横浜ＦＣ,シュナイダー　潤之介,杉山　新,ペ　スンジン,中野　洋司,阿部　巧,八角　剛史,中里　崇宏,武岡　優斗,髙地　系治,田原　豊,大久保　哲哉,京都サンガF.C.,水谷　雄一,安藤　淳,染谷　悠太,福村　貴幸,黄　大城,チョン　ウヨン,中村　充孝,工藤　浩平,中山　博貴,宮吉　拓実,長沢　駿,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,55.21225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,04,6.0,3
799,799,ＦＣ町田ゼルビア,横浜ＦＣ,14412,１１,ニッパツ三ツ沢球技場,Ｊ２,26,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,7118.0,2012,2,4,曇,22.9,51,大西　弘幸,横浜ＦＣ,シュナイダー　潤之介,ペ　スンジン,森本　良,中野　洋司,阿部　巧,佐藤　謙介,中里　崇宏,小野瀬　康介,髙地　系治,田原　豊,大久保　哲哉,ＦＣ町田ゼルビア,修行　智仁,三鬼　海,田代　真一,津田　和樹,藤田　泰成,庄司　悦大,コリン　マーシャル,下田　光平,鈴木　崇文,平本　一樹,鈴木　孝司,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,1,0.41360799528818903,69.11821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,04,,4
800,800,ファジアーノ岡山,横浜ＦＣ,14426,１２,ニッパツ三ツ沢球技場,Ｊ２,32,スカパー／ｅ２／スカパー光,2803.0,2012,0,1,雨,17.9,88,三上　正一郎,横浜ＦＣ,シュナイダー　潤之介,杉山　新,森本　良,ペ　スンジン,阿部　巧,八角　剛史,中里　崇宏,武岡　優斗,髙地　系治,田原　豊,大久保　哲哉,ファジアーノ岡山,中林　洋次,後藤　圭太,竹田　忠嗣,植田　龍仁朗,石原　崇兆,澤口　雅彦,千明　聖典,田所　諒,桒田　慎一朗,中野　裕太,川又　堅碁,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,63.80947999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,05,,3
801,801,カターレ富山,横浜ＦＣ,14447,１４,ニッパツ三ツ沢球技場,Ｊ２,26,スカパー／ｅ２／スカパー光,5259.0,2012,3,0,晴,19.7,26,前田　拓哉,横浜ＦＣ,シュナイダー　潤之介,ペ　スンジン,堀之内　聖,森本　良,阿部　巧,八角　剛史,中里　崇宏,武岡　優斗,髙地　系治,田原　豊,大久保　哲哉,カターレ富山,飯田　健巳,西野　誠,足助　翔,池端　陽介,松原　優吉,吉川　拓也,加藤　弘堅,大西　容平,ソ　ヨンドク,苔口　卓也,黒部　光昭,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,63.60978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,05,6.0,3
802,802,ロアッソ熊本,横浜ＦＣ,14484,１７,ニッパツ三ツ沢球技場,Ｊ２,32,スカパー／ｅ２／スカパー光,5509.0,2012,2,0,曇,22.6,61,大西　弘幸,横浜ＦＣ,シュナイダー　潤之介,杉山　新,ペ　スンジン,森本　良,阿部　巧,八角　剛史,中里　崇宏,武岡　優斗,野崎　陽介,田原　豊,大久保　哲哉,ロアッソ熊本,南　雄太,廣井　友信,吉井　孝輔,筑城　和人,藏川　洋平,養父　雄仁,原田　拓,片山　奨典,西森　正明,武富　孝介,高橋　祐太郎,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,69.53114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,06,5.0,3
803,803,大分トリニータ,横浜ＦＣ,14503,１９,ニッパツ三ツ沢球技場,Ｊ２,38,スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光,2639.0,2012,0,1,曇,18.0,56,小屋　幸栄,横浜ＦＣ,シュナイダー　潤之介,杉山　新,ペ　スンジン,森本　良,阿部　巧,八角　剛史,佐藤　謙介,武岡　優斗,髙地　系治,カイオ,大久保　哲哉,大分トリニータ,清水　圭介,土岐田　洸平,阪田　章裕,安川　有,三平　和司,為田　大貴,キム　ジョンヒョン,石神　直哉,西　弘則,村井　慎二,森島　康仁,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,62.8512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,06,2.0,3
804,804,アビスパ福岡,横浜ＦＣ,14521,２１,ニッパツ三ツ沢球技場,Ｊ２,36,スカパー／ｅ２／スカパー光,8436.0,2012,1,1,曇,21.8,70,上田　益也,横浜ＦＣ,シュナイダー　潤之介,井手口　正昭,ペ　スンジン,森本　良,阿部　巧,八角　剛史,髙地　系治,武岡　優斗,野崎　陽介,カイオ,大久保　哲哉,アビスパ福岡,神山　竜一,堤　俊輔,古賀　正紘,小原　章吾,尾亦　弘友希,鈴木　惇,岡田　隆,城後　寿,成岡　翔,坂田　大輔,高橋　泰,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,69.05539999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,06,6.0,3
805,805,ジェフユナイテッド千葉,横浜ＦＣ,14555,２４,ニッパツ三ツ沢球技場,Ｊ２,36,スカパー／ｅ２／スカパー光,8547.0,2012,0,1,晴,26.8,71,吉田　哲朗,横浜ＦＣ,シュナイダー　潤之介,井手口　正昭,ペ　スンジン,堀之内　聖,阿部　巧,八角　剛史,髙地　系治,武岡　優斗,佐藤　謙介,カイオ,大久保　哲哉,ジェフユナイテッド千葉,岡本　昌弘,武田　英二郎,竹内　彬,山口　智,大岩　一貴,兵働　昭弘,佐藤　勇人,佐藤　健太郎,大塚　翔平,藤田　祥史,深井　正樹,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0,0,0.41360799528818903,76.69272,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,07,6.0,3
